name,type,city,internship_open,paid,monthly_stipend_eur,response_status,address,source_url,last_checked,notes,lat,lon,loc
K&L Gates GP - Brussels,law firm,Brussels,unknown,unknown,,classified,"Rue de l'Industrie 26/38, 1040 Brussels",http://www.klgates.com/brussels-belgium/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83377,4.38787,approx
British Chamber of Commerce | EU & Belgium,trade association,Brussels,unknown,unknown,,classified,"Boulevard Bischoffsheim 11, 1000 Brussels",https://www.britcham.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843716,4.360528,approx
LESS aisbl,NGO,Brussels,unknown,unknown,,classified,"Rue d'Arlon 25, 1050 Brussels",https://lowemissionsteelstandard.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.824062,4.380673,approx
Lobbying for Peace,NGO,Brussels,unknown,unknown,,classified,"Rond-Pont Robert Schuman 2, Level 6, 1040 Brussels",https://www.lobbyingforpeace.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83609,4.395164,approx
Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen,company,Brussels,unknown,unknown,,classified,"Dr. Ralf Fischer zu CramburgMunich Re, 1050 Brussels",http://www.munichre.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.818207,4.383375,approx
Oxera Consulting LLP,consultancy,Brussels,unknown,unknown,,classified,"Spectrum Boulevard Bischoffsheim 12-21, 1000 Brussels",https://www.oxera.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842566,4.365858,approx
European Endowment for Democracy,NGO,Brussels,unknown,unknown,,classified,"Rue de la Loi 34European Endowment for Democracy, 1040 Brussels",http://democracyendowment.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.840245,4.393224,approx
Airbus,company,Brussels,unknown,unknown,,classified,"Avenue Marnix 28, 1000 Brussels",http://www.airbus.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850216,4.367919,approx
Union of European Federalists,NGO,Brussels,unknown,unknown,,classified,"Square de Meeûs 25, 1000 Brussels",http://federalists.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845309,4.368426,approx
European Federation of Nurses Associations,trade union,Brussels,unknown,unknown,,classified,"Clos du Parnasse, 11A, 1050 Brussels",https://efn.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.821543,4.384086,approx
Orange,company,Brussels,unknown,unknown,,classified,"41 rue de la Science, 1040 Brussels",http://www.orange.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835216,4.400895,approx
Byqwest,company,Brussels,unknown,unknown,,classified,"Avenue Jean Accent 30, 1160 Brussels",https://www.byqwest.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.811194,4.446229,approx
Better Europe,consultancy,Brussels,unknown,unknown,,classified,"Wetstraat 235 / 27, 1040 Brussels",https://www.bettereurope.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.828869,4.389594,approx
BSEF - The International Bromine Council,trade union,Brussels,unknown,unknown,,classified,"Rue Belliard 40Box 17, 1040 Brussels",http://www.bsef.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833687,4.389775,approx
Unistock Europe - Association of Professional Portside Storekeepers in the Food and Feed Chain,trade association,Brussels,unknown,unknown,,classified,"Rue Montoyer, 23, 1000 Brussels",http://www.unistock.be,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841412,4.366997,approx
EURintelligence,consultancy,Brussels,unknown,unknown,,classified,"Rue de la Luzerne, 54bt3, 1030 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.859719,4.390295,approx
Hand in Hand Foundation ASBL,NGO,Brussels,unknown,unknown,,classified,"chausseen louvain 47, 1210 Brussels",https://www.hihf.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.8537,4.366777,approx
ADF International Belgium,NGO,Brussels,unknown,unknown,,classified,"Rue Guimard, 1040 Brussels",http://www.adfinternational.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.832407,4.389692,approx
Time&Place Consulting,consultancy,Brussels,unknown,unknown,,classified,"Rue de la Loi 81A, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836473,4.394359,approx
Datajoy,company,Brussels,unknown,unknown,,classified,"DatajoyRue Sainte gertrude 7, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834839,4.399681,approx
Rise for Climate Belgium,NGO,Brussels,unknown,unknown,,classified,"c/o All for Climate asblCantersteen 10, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846204,4.358112,approx
Humanitarian Accountability Forum,NGO,Brussels,unknown,unknown,,classified,"Avenue Louise 39011, 1050 Ixelles Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
EU STRATEGIES,consultancy,Brussels,unknown,unknown,,classified,"Rue Abbe Cuypers 3, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836737,4.383917,approx
Brain & Jangen,consultancy,Brussels,unknown,unknown,,classified,"Ave du Chant d'Oiseau 106, 1150 Brussels",https://www.linkedin.com/in/erika-jangen-4943345/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.827761,4.443366,approx
Insight Consulting SRL,consultancy,Brussels,unknown,unknown,,classified,"Square Ambiorix 18Boite 28, 1000 Brussels",http://www.insight-consulting.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.8439,4.367189,approx
European Association for Energy and Water Data Management,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 56, 1000 Brussels",http://www.wedata.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850553,4.369416,approx
DLA Piper UK LLP - Belgium,law firm,Brussels,unknown,unknown,,classified,"Rue Aux Laines, 70, 1000 Brussels",http://www.dlapiper.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845807,4.364105,approx
Ukrainian National Bar Association,trade union,Brussels,unknown,unknown,,classified,"Av. des Nerviens 85, 1040 Brussels",https://unba.org.ua/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837943,4.393932,approx
International Swaps and Derivatives Association,trade association,Brussels,unknown,unknown,,classified,"ISDA5-6 Square de Meeus, 2nd floor, 1000 Brussels",http://www.isda.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84436,4.371109,approx
LP Brussels,consultancy,Brussels,unknown,unknown,,classified,"Square de Meeûs 35, 1000 Brussels",http://www.lpbrussels.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845812,4.37217,approx
On the Move,NGO,Brussels,unknown,unknown,,classified,"Sainctelette square 19, 1000 Brussels",http://on-the-move.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845087,4.368671,approx
MedTech Europe,trade association,Brussels,unknown,unknown,,classified,"40 rue Joseph II, 1000 Brussels",http://www.medtecheurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843311,4.371097,approx
European Concert Halls Organisation,NGO,Brussels,unknown,unknown,,classified,"Rue Ravenstein 23, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.852385,4.364517,approx
eBay EU liaison office,company,Brussels,unknown,unknown,,classified,"Avenue des Arts 44, 1040 Brussels",http://www.ebay.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834975,4.399295,approx
eFuel Alliance,public/mixed,Brussels,unknown,unknown,,classified,"eFuel Alliance e.V.c/o von Beust & Collegen Beratungsgesellschaft mbH & Co KG, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851614,4.362866,approx
Berbalk Communications,consultancy,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 52, 1000 Brussels",http://www.berbalkcommunications.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845377,4.370789,approx
Alliance2015,NGO,Brussels,unknown,unknown,,classified,"Alliance2015Rue de la Loi 155, 1040 Brussels",http://alliance2015.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.832569,4.395527,approx
Protect Humanitarians,NGO,Brussels,unknown,unknown,,classified,"Rue de l’Aurore 2/8, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846666,4.357483,approx
Climate Justice for Rosa,NGO,Brussels,unknown,unknown,,classified,"Rue Felix Bovie 25, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820852,4.379428,approx
Merck Sharp & Dohme Europe Belgium SRL,company,Brussels,unknown,unknown,,classified,"Rue du Commerce 31, 1000 Brussels",http://www.msd.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847447,4.373212,approx
International Biocontrol Manufacturers' Association,trade association,Brussels,unknown,unknown,,classified,"Silversquare EuropeSquare de Meeus 35, 1000 Brussels",http://www.ibma-global.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845157,4.367028,approx
Takeda Pharmaceuticals International AG,company,Brussels,unknown,unknown,,classified,"Square de Meeûs 37, 1000 Brussels",http://www.takeda.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841472,4.362709,approx
Fundacja Ostmost,NGO,Brussels,unknown,unknown,,classified,"3 Palmerston Av., 1000 Brussels",http://cabt.team,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841602,4.367278,approx
Ericsson,company,Brussels,unknown,unknown,,classified,"Rue d'Arlon 50, 1040 Brussels",http://www.ericsson.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836859,4.3886,approx
FEGRA asbl,trade union,Brussels,unknown,unknown,,classified,"Rue du Gouvernement Provisoire 16, 1000 Brussels",https://fegra.be/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846541,4.359277,approx
EUK Consulting,consultancy,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 66, 1000 Brussels",http://www.eukconsulting.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844544,4.368108,approx
Stratejai,consultancy,Brussels,unknown,unknown,,classified,"Avenue Louise 209/A, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.821027,4.380132,approx
DCAF - Geneva Centre for Security Sector Governance,NGO,Brussels,unknown,unknown,,classified,"Avenue des Arts 7-8, 1210 Brussels",https://www.dcaf.ch/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.856205,4.369692,approx
GHELLA S.p.A.,company,Brussels,unknown,unknown,,classified,"Rue de Trèves, 49, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.830147,4.390298,approx
HG Innovation Ltd,company,Brussels,unknown,unknown,,classified,"62 Rue de la Loi, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83385,4.396015,approx
TUI AG,company,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 116, 1000 Brussels",http://www.tuigroup.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848967,4.374524,approx
Intercity Consulting International,consultancy,Brussels,unknown,unknown,,classified,"Avenue Louise 87, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820586,4.375072,approx
Club Royal des Officiers du Régiment des Guides,public/mixed,Brussels,unknown,unknown,,classified,"Rue d'Arlon 32, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845253,4.369971,approx
Pfizer Inc.,company,Brussels,unknown,unknown,,classified,"Boulevard de la Plaine 17, 1050 Brussels",http://www.pfizer.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.822616,4.375323,approx
International Horizon Scanning Initiative,NGO,Brussels,unknown,unknown,,classified,"Robert Schumanplein 6, 1140 Brussels",https://ihsi-health.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.871647,4.412366,approx
Open Finance Association,trade association,Brussels,unknown,unknown,,classified,"Arts 56 Building 6th floor Avenue des Arts, 56 , 1000 Brussels, BELGIUM, 1000 Brussels",https://www.openfinanceassociation.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84628,4.374288,approx
CITTADINANZATTIVA APS,NGO,Brussels,unknown,unknown,,classified,"rue Philippe le Bon 46, 1000 Brussels",http://www.cittadinanzattiva.it,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844574,4.373828,approx
